IncidentID,Hour,Weather,RoadType,TrafficDensity,VisibilityKm,AverageSpeed,VehicleCount,Weekend,RoadCondition,Incident
TRF-00749,6,Clear,Residential,50,12.8,22,228,No,Poor,No Incident
TRF-00750,23,Rain,Urban,75,1.7,74,370,Yes,Good,Incident
TRF-00751,22,Rain,Residential,65,2.5,81,505,No,Poor,Incident
TRF-00752,3,Clear,Urban,41,6.1,97,959,Yes,Good,No Incident
TRF-00753,5,Rain,Industrial,95,2.4,55,852,No,Fair,Incident
TRF-00754,21,Clear,Urban,68,11.6,78,324,No,Fair,No Incident
TRF-00755,5,Clear,Urban,88,12.3,32,852,Yes,Good,No Incident
TRF-00756,8,Clear,Urban,48,14.7,81,767,No,Good,Incident
TRF-00757,19,Clear,Urban,52,10.6,80,915,No,Good,Incident
TRF-00758,5,Clear,Urban,41,3.1,20,952,No,Good,No Incident
TRF-00759,20,Clear,Residential,60,14.0,46,666,No,Fair,No Incident
TRF-00760,15,Clear,Urban,67,11.0,44,919,No,Good,No Incident
TRF-00761,4,Clear,Urban,76,10.5,24,55,No,Good,No Incident
TRF-00762,0,Clear,Highway,20,5.2,79,800,No,Good,Incident
TRF-00763,4,Rain,Residential,20,5.3,93,68,No,Poor,Incident
TRF-00764,12,Fog,Industrial,86,9.3,99,349,No,Fair,Incident
TRF-00765,23,Clear,Residential,20,12.4,54,79,Yes,Good,No Incident
TRF-00766,11,Clear,Residential,71,7.4,97,235,No,Good,No Incident
TRF-00767,3,Fog,Urban,86,4.6,78,563,No,Good,Incident
TRF-00768,1,Clear,Industrial,49,5.9,28,429,No,Good,No Incident
TRF-00769,4,Rain,Highway,95,4.6,98,252,No,Fair,Incident
TRF-00770,10,Rain,Industrial,36,13.2,100,264,No,Good,No Incident
TRF-00771,10,Rain,Residential,15,14.5,30,93,No,Fair,No Incident
TRF-00772,7,Storm,Industrial,22,7.4,58,996,No,Fair,Incident
TRF-00773,14,Clear,Urban,50,8.5,51,101,No,Good,No Incident
TRF-00774,5,Clear,Highway,97,4.0,64,723,No,Good,No Incident
TRF-00775,6,Storm,Residential,97,8.9,71,616,No,Fair,Incident
TRF-00776,22,Rain,Highway,45,8.9,87,879,No,Fair,Incident
TRF-00777,12,Clear,Residential,82,2.5,25,531,Yes,Good,Incident
TRF-00778,14,Storm,Urban,29,13.8,35,92,Yes,Good,No Incident
TRF-00779,13,Fog,Highway,100,2.4,45,448,No,Good,Incident
TRF-00780,3,Fog,Urban,58,6.5,35,663,Yes,Fair,No Incident
TRF-00781,13,Clear,Highway,44,1.8,73,546,No,Good,No Incident
TRF-00782,18,Clear,Urban,48,3.0,81,309,No,Fair,Incident
TRF-00783,1,Fog,Urban,97,7.8,99,137,No,Poor,Incident
TRF-00784,8,Clear,Urban,5,1.4,99,263,No,Good,Incident
TRF-00785,6,Rain,Highway,20,14.4,75,688,No,Good,No Incident
TRF-00786,14,Fog,Residential,36,11.3,94,312,Yes,Fair,No Incident
TRF-00787,21,Rain,Residential,7,1.4,61,666,Yes,Fair,Incident
TRF-00788,9,Clear,Urban,87,11.7,78,191,No,Fair,No Incident
TRF-00789,1,Rain,Urban,69,13.1,60,520,Yes,Good,No Incident
TRF-00790,15,Storm,Residential,68,2.6,71,839,No,Fair,Incident
TRF-00791,7,Clear,Industrial,51,11.3,35,222,No,Good,No Incident
TRF-00792,16,Clear,Residential,92,8.7,50,359,No,Good,No Incident
TRF-00793,3,Rain,Urban,61,11.4,33,705,No,Good,No Incident
TRF-00794,6,Clear,Industrial,53,5.8,41,359,No,Good,No Incident
TRF-00795,9,Clear,Residential,65,11.5,92,699,Yes,Good,Incident
TRF-00796,19,Clear,Urban,60,5.3,29,55,No,Good,No Incident
TRF-00797,13,Fog,Residential,77,11.1,71,667,No,Good,No Incident
TRF-00798,14,Rain,Residential,42,10.1,56,720,No,Good,No Incident
TRF-00799,16,Fog,Industrial,73,6.8,52,135,No,Good,No Incident
TRF-00800,14,Clear,Urban,80,5.7,43,872,Yes,Good,No Incident
TRF-00801,21,Clear,Urban,55,8.8,41,945,Yes,Good,No Incident
TRF-00802,5,Fog,Highway,46,15.0,93,338,Yes,Fair,Incident
TRF-00803,15,Rain,Urban,16,3.2,88,962,Yes,Poor,Incident
TRF-00804,6,Storm,Urban,94,5.1,78,934,Yes,Good,Incident
TRF-00805,13,Clear,Residential,81,3.4,82,364,No,Fair,Incident
TRF-00806,9,Clear,Industrial,73,7.7,48,846,No,Good,No Incident
TRF-00807,22,Rain,Residential,35,3.9,45,374,No,Fair,No Incident
TRF-00808,0,Clear,Highway,31,4.0,45,956,Yes,Good,No Incident
TRF-00809,13,Clear,Urban,12,14.8,49,81,No,Good,No Incident
TRF-00810,1,Clear,Residential,9,2.2,53,419,No,Fair,No Incident
TRF-00811,8,Rain,Urban,73,10.2,54,601,No,Good,No Incident
TRF-00812,15,Clear,Urban,34,7.7,34,117,No,Good,No Incident
TRF-00813,5,Rain,Urban,12,14.2,94,497,No,Good,No Incident
TRF-00814,7,Clear,Urban,54,11.9,96,598,No,Good,No Incident
TRF-00815,16,Storm,Urban,46,4.1,53,581,No,Poor,Incident
TRF-00816,17,Storm,Residential,63,14.5,42,994,No,Good,Incident
TRF-00817,15,Clear,Highway,59,5.7,65,729,No,Good,No Incident
TRF-00818,1,Clear,Industrial,22,1.2,89,450,No,Fair,Incident
TRF-00819,8,Clear,Urban,92,10.1,20,483,Yes,Good,No Incident
TRF-00820,17,Rain,Industrial,87,13.0,81,816,No,Good,Incident
TRF-00821,20,Rain,Urban,25,14.9,28,424,Yes,Poor,No Incident
TRF-00822,5,Clear,Residential,35,1.6,90,907,No,Good,No Incident
TRF-00823,9,Clear,Residential,39,13.7,50,813,No,Good,No Incident
TRF-00824,20,Clear,Urban,71,3.6,44,555,No,Fair,No Incident
TRF-00825,2,Clear,Industrial,51,11.8,63,713,No,Poor,No Incident
TRF-00826,21,Rain,Highway,15,9.4,57,980,No,Poor,No Incident
TRF-00827,9,Clear,Residential,44,8.0,96,597,No,Good,Incident
TRF-00828,16,Storm,Urban,16,3.1,78,751,No,Fair,Incident
TRF-00829,10,Clear,Industrial,8,5.4,67,265,No,Good,No Incident
TRF-00830,9,Clear,Urban,35,3.0,86,989,No,Fair,Incident
TRF-00831,9,Rain,Residential,82,14.7,26,344,No,Fair,No Incident
TRF-00832,0,Rain,Urban,18,3.0,67,70,No,Good,No Incident
TRF-00833,21,Fog,Urban,90,7.0,24,650,No,Good,Incident
TRF-00834,18,Fog,Residential,90,1.5,37,952,No,Poor,Incident
TRF-00835,22,Storm,Highway,16,9.2,91,707,No,Good,Incident
TRF-00836,13,Rain,Urban,60,13.1,77,490,No,Fair,No Incident
TRF-00837,23,Rain,Urban,80,11.3,91,668,Yes,Poor,Incident
TRF-00838,1,Clear,Residential,99,2.8,99,490,No,Good,Incident
TRF-00839,8,Clear,Urban,5,4.8,83,438,No,Fair,No Incident
TRF-00840,13,Clear,Highway,72,12.6,45,933,No,Good,No Incident
TRF-00841,11,Clear,Industrial,11,13.3,62,483,No,Fair,No Incident
TRF-00842,0,Rain,Urban,37,8.6,25,804,No,Good,No Incident
TRF-00843,2,Clear,Highway,84,1.2,64,764,No,Good,Incident
TRF-00844,10,Rain,Residential,47,11.6,58,862,Yes,Poor,Incident
TRF-00845,19,Storm,Residential,70,1.5,21,308,No,Good,Incident
TRF-00846,14,Clear,Highway,53,2.0,84,135,Yes,Fair,Incident
TRF-00847,6,Rain,Residential,88,10.7,31,870,No,Good,No Incident
TRF-00848,19,Clear,Urban,100,8.7,85,930,Yes,Good,Incident
TRF-00849,21,Clear,Urban,29,3.9,43,884,Yes,Poor,No Incident
TRF-00850,6,Clear,Residential,61,5.7,100,565,Yes,Fair,No Incident
TRF-00851,22,Clear,Urban,64,10.6,80,500,No,Fair,No Incident
TRF-00852,5,Clear,Residential,80,13.5,53,512,No,Fair,Incident
TRF-00853,13,Clear,Industrial,45,9.3,60,243,No,Fair,No Incident
TRF-00854,7,Rain,Highway,37,5.2,98,147,No,Fair,Incident
TRF-00855,17,Rain,Urban,100,7.8,90,899,No,Fair,Incident
TRF-00856,1,Storm,Residential,64,13.9,88,432,No,Fair,Incident
TRF-00857,1,Fog,Residential,42,14.7,86,945,No,Fair,Incident
TRF-00858,22,Rain,Highway,24,11.1,91,735,No,Fair,No Incident
TRF-00859,4,Rain,Urban,9,12.4,30,262,No,Fair,No Incident
TRF-00860,21,Rain,Urban,42,6.6,57,826,No,Fair,Incident
TRF-00861,16,Clear,Industrial,58,6.9,46,545,No,Good,No Incident
TRF-00862,14,Rain,Residential,23,12.4,47,729,Yes,Poor,Incident
TRF-00863,17,Rain,Industrial,93,4.7,66,933,No,Good,Incident
TRF-00864,1,Storm,Urban,39,5.9,64,524,Yes,Fair,No Incident
TRF-00865,1,Clear,Residential,19,8.3,97,622,Yes,Good,No Incident
TRF-00866,2,Storm,Industrial,39,6.4,21,885,Yes,Good,Incident
TRF-00867,0,Clear,Urban,94,13.6,52,397,No,Poor,No Incident
TRF-00868,22,Clear,Industrial,37,14.3,71,433,No,Poor,No Incident
TRF-00869,10,Rain,Urban,73,10.5,68,85,No,Poor,No Incident
TRF-00870,2,Clear,Urban,3,14.6,34,90,No,Fair,No Incident
TRF-00871,7,Clear,Urban,87,7.9,82,871,No,Fair,Incident
TRF-00872,3,Clear,Highway,55,10.7,38,591,No,Good,No Incident
TRF-00873,21,Clear,Urban,77,12.9,29,725,Yes,Good,Incident
TRF-00874,18,Fog,Residential,59,14.6,51,514,No,Good,No Incident
TRF-00875,0,Fog,Residential,90,12.7,59,517,No,Fair,Incident
TRF-00876,7,Clear,Residential,79,9.6,59,173,No,Fair,No Incident
TRF-00877,15,Clear,Highway,69,14.3,93,212,No,Good,No Incident
TRF-00878,9,Rain,Residential,58,14.6,78,814,No,Good,No Incident
TRF-00879,5,Clear,Residential,49,8.4,90,556,Yes,Good,No Incident
TRF-00880,9,Rain,Residential,74,5.4,64,584,No,Fair,No Incident
TRF-00881,10,Fog,Highway,2,10.3,58,203,No,Good,No Incident
TRF-00882,16,Fog,Urban,85,5.6,80,822,No,Good,Incident
TRF-00883,13,Rain,Highway,3,3.6,51,380,No,Good,Incident
TRF-00884,11,Rain,Highway,17,10.7,56,185,No,Fair,No Incident
TRF-00885,14,Clear,Urban,14,6.9,92,629,Yes,Poor,No Incident
TRF-00886,19,Fog,Residential,71,13.8,44,928,No,Good,Incident
TRF-00887,2,Clear,Residential,23,14.8,46,533,No,Poor,No Incident
TRF-00888,11,Clear,Industrial,50,3.8,72,643,No,Good,No Incident
TRF-00889,18,Rain,Urban,27,5.6,95,335,No,Good,No Incident
TRF-00890,6,Clear,Highway,69,6.1,35,816,No,Good,No Incident
TRF-00891,20,Fog,Urban,2,6.3,80,396,Yes,Good,No Incident
TRF-00892,4,Rain,Industrial,43,8.5,44,694,No,Fair,No Incident
TRF-00893,0,Storm,Industrial,10,14.8,23,163,No,Good,No Incident
TRF-00894,18,Clear,Urban,8,6.9,76,954,No,Good,Incident
TRF-00895,18,Rain,Urban,17,4.0,98,850,No,Fair,Incident
TRF-00896,5,Clear,Urban,40,4.4,65,544,No,Fair,No Incident
TRF-00897,23,Clear,Residential,42,10.9,89,337,No,Fair,No Incident
TRF-00898,14,Clear,Residential,33,1.9,30,751,No,Good,Incident
TRF-00899,0,Fog,Urban,3,12.3,72,231,Yes,Good,No Incident
TRF-00900,14,Clear,Urban,26,11.2,78,126,Yes,Fair,No Incident
TRF-00901,8,Rain,Urban,43,3.7,98,580,No,Fair,Incident
TRF-00902,23,Storm,Industrial,4,6.1,68,466,No,Fair,No Incident
TRF-00903,6,Clear,Highway,74,4.6,96,952,No,Good,No Incident
TRF-00904,2,Fog,Urban,20,11.9,100,459,Yes,Good,No Incident
TRF-00905,21,Rain,Industrial,63,8.8,72,841,Yes,Good,Incident
TRF-00906,4,Rain,Residential,97,14.5,44,385,Yes,Good,Incident
TRF-00907,7,Clear,Highway,35,9.8,26,889,No,Poor,Incident
TRF-00908,15,Fog,Highway,17,2.9,31,713,Yes,Fair,Incident
TRF-00909,7,Storm,Industrial,80,3.9,68,384,No,Good,Incident
TRF-00910,7,Clear,Residential,40,5.3,58,179,No,Poor,No Incident
TRF-00911,11,Clear,Industrial,19,9.0,78,414,No,Fair,No Incident
TRF-00912,3,Rain,Residential,34,13.6,38,388,No,Good,No Incident
TRF-00913,13,Clear,Highway,70,10.2,31,424,No,Poor,No Incident
TRF-00914,21,Clear,Urban,51,13.8,76,409,No,Fair,No Incident
TRF-00915,23,Fog,Urban,39,3.7,21,853,No,Poor,Incident
TRF-00916,17,Rain,Urban,49,5.0,95,549,Yes,Poor,Incident
TRF-00917,14,Clear,Urban,12,9.5,29,491,No,Good,No Incident
TRF-00918,5,Clear,Industrial,47,2.8,58,406,No,Fair,No Incident
TRF-00919,20,Rain,Residential,39,10.0,35,184,No,Good,No Incident
TRF-00920,2,Clear,Industrial,27,13.4,28,185,No,Fair,No Incident
TRF-00921,17,Rain,Urban,94,12.6,94,522,No,Poor,Incident
TRF-00922,20,Clear,Residential,3,10.7,83,732,No,Poor,Incident
TRF-00923,11,Clear,Urban,17,10.9,66,448,No,Good,No Incident
TRF-00924,13,Fog,Urban,70,7.4,71,965,No,Good,Incident
TRF-00925,19,Clear,Residential,5,1.5,38,804,No,Poor,Incident
TRF-00926,22,Rain,Highway,26,12.3,43,174,No,Poor,No Incident
TRF-00927,0,Rain,Urban,25,7.3,88,211,No,Good,No Incident
TRF-00928,12,Rain,Industrial,63,7.7,71,202,No,Good,No Incident
TRF-00929,9,Clear,Residential,10,7.2,97,338,Yes,Good,Incident
TRF-00930,5,Fog,Highway,7,8.1,85,904,No,Good,No Incident
TRF-00931,20,Clear,Highway,3,10.1,76,513,No,Good,No Incident
TRF-00932,3,Clear,Highway,47,7.9,68,684,No,Fair,No Incident
TRF-00933,8,Clear,Residential,56,7.2,27,481,No,Fair,No Incident
TRF-00934,10,Rain,Highway,28,8.4,31,285,Yes,Good,No Incident
TRF-00935,5,Rain,Highway,22,6.3,64,665,No,Fair,No Incident
TRF-00936,16,Rain,Urban,96,12.1,64,465,No,Fair,No Incident
TRF-00937,15,Storm,Highway,61,12.5,29,936,No,Good,No Incident
TRF-00938,0,Clear,Urban,81,2.5,24,172,No,Good,Incident
TRF-00939,3,Clear,Highway,17,9.6,86,947,No,Good,No Incident
TRF-00940,9,Clear,Urban,18,3.5,50,665,No,Good,No Incident
TRF-00941,21,Clear,Residential,17,3.2,50,358,No,Good,No Incident
TRF-00942,9,Rain,Residential,65,5.2,65,945,No,Poor,Incident
TRF-00943,10,Rain,Urban,50,6.7,22,305,No,Poor,No Incident
TRF-00944,16,Clear,Highway,15,1.4,37,362,No,Fair,No Incident
TRF-00945,18,Clear,Industrial,40,4.3,69,99,No,Fair,No Incident
TRF-00946,4,Clear,Urban,47,2.2,74,782,No,Good,No Incident
TRF-00947,16,Rain,Highway,72,3.1,76,935,No,Fair,Incident
TRF-00948,21,Clear,Residential,22,5.7,71,961,No,Good,No Incident
TRF-00949,21,Clear,Industrial,31,8.6,84,572,No,Fair,No Incident
TRF-00950,7,Clear,Industrial,45,13.3,71,660,No,Good,No Incident
TRF-00951,18,Rain,Urban,23,13.2,74,520,Yes,Poor,No Incident
TRF-00952,19,Clear,Highway,6,14.8,39,765,No,Fair,No Incident
TRF-00953,3,Clear,Industrial,42,12.7,45,837,No,Good,No Incident
TRF-00954,19,Clear,Urban,11,1.5,44,243,Yes,Good,No Incident
TRF-00955,22,Clear,Residential,61,14.0,61,938,No,Fair,No Incident
TRF-00956,21,Fog,Residential,60,6.6,75,477,No,Fair,Incident
TRF-00957,20,Clear,Residential,79,13.3,62,386,No,Good,No Incident
TRF-00958,6,Clear,Industrial,43,13.3,91,297,No,Good,No Incident
TRF-00959,11,Clear,Industrial,84,1.3,76,209,No,Fair,Incident
TRF-00960,20,Clear,Industrial,55,8.1,22,764,No,Good,No Incident
TRF-00961,2,Rain,Urban,79,13.6,66,838,No,Fair,Incident
TRF-00962,5,Clear,Residential,93,10.4,91,270,No,Fair,No Incident
TRF-00963,4,Rain,Highway,87,8.0,87,429,Yes,Good,Incident
TRF-00964,9,Rain,Industrial,28,1.8,47,815,No,Good,Incident
TRF-00965,2,Clear,Residential,48,11.2,96,214,No,Poor,No Incident
TRF-00966,4,Clear,Urban,8,4.4,72,73,No,Good,No Incident
TRF-00967,23,Clear,Highway,41,13.6,100,96,Yes,Fair,Incident
TRF-00968,11,Clear,Urban,39,7.1,32,657,Yes,Good,No Incident
TRF-00969,19,Clear,Highway,41,4.8,77,647,No,Fair,Incident
TRF-00970,1,Rain,Industrial,34,14.5,32,786,No,Good,Incident
TRF-00971,1,Clear,Urban,27,10.7,45,928,No,Fair,No Incident
TRF-00972,22,Rain,Highway,43,3.1,20,734,No,Good,No Incident
TRF-00973,23,Clear,Urban,34,4.9,45,65,No,Poor,No Incident
TRF-00974,0,Fog,Highway,7,5.1,26,672,No,Good,No Incident
TRF-00975,5,Storm,Residential,19,2.3,70,961,Yes,Good,Incident
TRF-00976,11,Rain,Residential,75,6.3,96,408,No,Fair,Incident
TRF-00977,15,Clear,Highway,26,3.7,59,289,Yes,Good,No Incident
TRF-00978,20,Rain,Urban,16,11.8,47,407,No,Good,No Incident
TRF-00979,0,Rain,Highway,76,4.3,21,653,No,Poor,Incident
TRF-00980,3,Clear,Residential,32,14.8,55,553,No,Fair,No Incident
TRF-00981,0,Clear,Urban,60,6.9,28,604,Yes,Fair,No Incident
TRF-00982,14,Clear,Highway,11,5.5,88,671,Yes,Poor,No Incident
TRF-00983,12,Clear,Highway,5,14.2,67,986,No,Good,No Incident
TRF-00984,12,Clear,Residential,62,12.7,70,783,No,Fair,No Incident
TRF-00985,4,Clear,Industrial,63,8.2,23,73,Yes,Good,No Incident
TRF-00986,18,Clear,Highway,79,5.5,52,670,Yes,Poor,Incident
TRF-00987,21,Clear,Residential,99,14.4,95,496,Yes,Good,Incident
TRF-00988,16,Clear,Urban,65,7.2,59,282,Yes,Good,No Incident
TRF-00989,23,Clear,Residential,86,9.8,78,485,No,Good,Incident
TRF-00990,19,Clear,Residential,20,3.5,75,592,No,Good,Incident
TRF-00991,2,Storm,Highway,92,12.8,95,51,No,Fair,Incident
TRF-00992,19,Clear,Highway,8,6.2,74,332,No,Fair,No Incident
TRF-00993,14,Clear,Urban,43,12.7,20,621,No,Fair,No Incident
TRF-00994,13,Storm,Residential,15,4.4,30,173,No,Good,No Incident
TRF-00995,4,Clear,Highway,96,3.2,57,145,No,Poor,Incident
TRF-00996,8,Fog,Residential,9,4.2,94,129,No,Good,Incident
TRF-00997,8,Clear,Urban,57,13.9,93,280,No,Fair,Incident
TRF-00998,2,Storm,Urban,17,9.4,84,597,No,Poor,Incident
TRF-00999,8,Clear,Highway,18,8.5,27,673,No,Good,No Incident
TRF-01000,3,Rain,Residential,81,3.8,43,960,No,Good,Incident
TRF-01001,10,Clear,Urban,6,13.9,83,384,No,Fair,No Incident
TRF-01002,20,Clear,Residential,46,12.3,90,268,Yes,Good,No Incident
TRF-01003,17,Clear,Urban,33,8.2,71,908,No,Good,No Incident
TRF-01004,6,Clear,Urban,8,10.8,22,954,Yes,Good,No Incident
TRF-01005,13,Clear,Highway,34,2.6,95,901,No,Good,Incident
TRF-01006,21,Rain,Urban,11,12.4,75,457,Yes,Fair,No Incident
TRF-01007,22,Rain,Urban,84,10.9,93,822,No,Good,Incident
TRF-01008,7,Clear,Industrial,54,2.8,49,446,No,Fair,No Incident
TRF-01009,7,Clear,Residential,1,7.7,84,529,Yes,Poor,No Incident
TRF-01010,1,Rain,Industrial,98,14.4,48,481,Yes,Fair,Incident
TRF-01011,18,Clear,Urban,90,7.1,38,420,Yes,Good,No Incident
TRF-01012,6,Storm,Urban,87,13.6,86,569,No,Fair,Incident
TRF-01013,8,Rain,Urban,99,11.3,31,194,No,Poor,Incident
TRF-01014,9,Rain,Urban,12,11.9,64,328,No,Good,No Incident
TRF-01015,2,Clear,Urban,60,14.7,75,929,No,Good,No Incident
TRF-01016,2,Clear,Urban,66,12.6,25,634,No,Good,No Incident
TRF-01017,13,Clear,Highway,62,11.9,45,386,Yes,Poor,Incident
TRF-01018,10,Storm,Industrial,83,9.4,97,539,Yes,Poor,Incident
TRF-01019,7,Clear,Highway,13,13.5,75,671,No,Good,No Incident
TRF-01020,19,Rain,Industrial,77,1.0,76,943,No,Good,Incident
TRF-01021,5,Clear,Urban,57,5.0,39,533,No,Poor,No Incident
TRF-01022,9,Clear,Residential,27,4.5,66,909,No,Poor,No Incident
TRF-01023,7,Clear,Urban,53,12.2,97,925,No,Fair,Incident
TRF-01024,11,Rain,Highway,100,1.2,45,414,No,Fair,Incident
TRF-01025,3,Storm,Residential,47,14.6,44,598,Yes,Poor,Incident
TRF-01026,23,Clear,Urban,28,4.0,88,952,No,Poor,Incident
TRF-01027,7,Rain,Highway,23,8.4,67,738,No,Fair,No Incident
TRF-01028,5,Clear,Residential,97,2.1,78,687,Yes,Fair,Incident
TRF-01029,16,Clear,Industrial,61,3.0,68,320,No,Good,No Incident
TRF-01030,13,Clear,Urban,40,4.9,77,785,Yes,Poor,No Incident
TRF-01031,17,Clear,Residential,56,10.8,39,831,No,Good,No Incident
TRF-01032,23,Clear,Highway,40,1.5,61,514,Yes,Fair,No Incident
TRF-01033,16,Rain,Urban,17,11.9,21,521,No,Good,No Incident
TRF-01034,11,Clear,Industrial,74,7.1,66,715,No,Fair,No Incident
TRF-01035,7,Rain,Urban,43,7.1,23,334,No,Good,No Incident
TRF-01036,14,Rain,Urban,67,6.8,56,343,No,Fair,No Incident
TRF-01037,21,Clear,Highway,63,1.5,55,973,No,Good,No Incident
TRF-01038,13,Fog,Industrial,89,7.5,59,478,No,Fair,Incident
TRF-01039,13,Clear,Urban,35,14.0,47,61,No,Good,No Incident
TRF-01040,2,Fog,Highway,93,10.2,95,472,Yes,Fair,No Incident
TRF-01041,10,Rain,Urban,32,8.8,63,855,No,Fair,No Incident
TRF-01042,17,Rain,Industrial,30,9.4,93,634,No,Poor,Incident
TRF-01043,19,Clear,Highway,29,6.2,49,428,No,Fair,No Incident
TRF-01044,21,Fog,Highway,27,2.6,41,251,No,Good,Incident
TRF-01045,15,Rain,Highway,92,10.2,98,848,No,Good,Incident
TRF-01046,22,Rain,Urban,84,3.3,89,439,Yes,Fair,Incident
TRF-01047,1,Clear,Residential,79,13.4,85,529,No,Good,No Incident
TRF-01048,14,Clear,Residential,19,13.2,92,679,Yes,Fair,No Incident
TRF-01049,6,Rain,Highway,38,2.2,29,203,No,Good,No Incident
TRF-01050,8,Clear,Industrial,31,3.0,90,879,No,Good,Incident
TRF-01051,22,Clear,Urban,25,11.6,34,295,Yes,Good,No Incident
TRF-01052,16,Clear,Industrial,81,12.4,38,56,No,Fair,No Incident
TRF-01053,10,Clear,Industrial,40,14.5,55,260,No,Good,No Incident
TRF-01054,22,Clear,Urban,88,11.5,94,796,No,Fair,Incident
TRF-01055,9,Rain,Urban,48,7.5,74,961,No,Good,No Incident
TRF-01056,23,Clear,Highway,22,5.5,26,277,No,Poor,No Incident
TRF-01057,7,Clear,Industrial,35,3.0,45,749,No,Fair,Incident
TRF-01058,6,Storm,Residential,81,4.7,58,427,No,Good,No Incident
TRF-01059,15,Rain,Highway,10,12.3,86,239,No,Fair,No Incident
TRF-01060,22,Rain,Residential,56,14.5,73,390,No,Poor,No Incident
TRF-01061,1,Rain,Urban,35,9.1,62,164,No,Good,No Incident
TRF-01062,17,Clear,Residential,83,5.8,38,608,Yes,Good,No Incident
TRF-01063,9,Rain,Residential,82,2.2,84,809,Yes,Fair,Incident
TRF-01064,20,Rain,Highway,17,11.8,80,418,No,Fair,No Incident
TRF-01065,18,Clear,Urban,96,2.2,41,805,Yes,Good,No Incident
TRF-01066,4,Clear,Residential,11,5.0,45,213,Yes,Good,No Incident
TRF-01067,16,Clear,Industrial,46,4.5,27,567,Yes,Fair,No Incident
TRF-01068,23,Clear,Residential,84,8.3,20,138,No,Good,No Incident
TRF-01069,3,Rain,Industrial,54,2.2,70,448,Yes,Good,No Incident
TRF-01070,18,Fog,Highway,44,4.4,71,946,No,Good,Incident
TRF-01071,2,Fog,Urban,40,14.2,78,686,Yes,Good,Incident
TRF-01072,3,Rain,Residential,15,12.6,20,115,Yes,Good,Incident
TRF-01073,6,Clear,Residential,43,4.3,56,284,No,Poor,No Incident
TRF-01074,12,Clear,Urban,78,13.1,72,237,No,Good,Incident
TRF-01075,18,Clear,Urban,4,1.6,40,991,No,Poor,Incident
TRF-01076,2,Clear,Highway,90,13.7,36,482,No,Fair,No Incident
TRF-01077,0,Clear,Residential,98,10.8,97,136,No,Fair,No Incident
TRF-01078,17,Rain,Highway,77,5.0,98,249,No,Fair,Incident
TRF-01079,7,Clear,Urban,84,3.8,69,413,No,Good,Incident
TRF-01080,14,Rain,Residential,9,6.8,77,558,Yes,Good,No Incident
TRF-01081,10,Rain,Urban,85,5.4,98,68,No,Good,Incident
TRF-01082,13,Clear,Urban,57,14.0,72,764,No,Poor,No Incident
TRF-01083,7,Rain,Highway,92,8.0,30,431,No,Good,No Incident
TRF-01084,20,Rain,Residential,71,6.5,21,330,No,Fair,No Incident
TRF-01085,2,Clear,Residential,2,11.2,81,58,No,Good,No Incident
TRF-01086,18,Clear,Urban,13,5.5,51,136,No,Poor,No Incident
TRF-01087,10,Clear,Urban,36,8.1,86,654,No,Fair,No Incident
TRF-01088,2,Storm,Residential,96,11.4,49,557,No,Good,Incident
TRF-01089,21,Clear,Highway,52,5.6,52,527,Yes,Good,No Incident
TRF-01090,18,Clear,Highway,22,5.3,98,826,No,Good,No Incident
TRF-01091,3,Clear,Highway,25,10.6,60,939,No,Fair,No Incident
TRF-01092,12,Clear,Residential,67,8.0,94,413,Yes,Fair,No Incident
TRF-01093,3,Fog,Residential,52,5.6,40,974,No,Fair,Incident
TRF-01094,4,Clear,Urban,36,11.7,31,264,No,Good,No Incident
TRF-01095,7,Rain,Highway,53,3.0,29,869,No,Fair,Incident
TRF-01096,8,Fog,Residential,97,3.8,68,388,No,Poor,Incident
TRF-01097,23,Clear,Residential,74,5.9,51,262,No,Good,No Incident
TRF-01098,12,Clear,Residential,51,10.8,97,760,No,Poor,No Incident
TRF-01099,10,Clear,Residential,91,2.7,76,121,No,Poor,Incident
TRF-01100,20,Clear,Residential,82,4.9,46,70,No,Good,No Incident
TRF-01101,0,Clear,Highway,87,8.7,76,666,Yes,Fair,No Incident
TRF-01102,21,Rain,Urban,3,1.0,92,372,Yes,Poor,Incident
TRF-01103,0,Clear,Urban,71,10.0,36,897,No,Poor,No Incident
TRF-01104,2,Fog,Industrial,59,6.9,20,377,Yes,Fair,No Incident
TRF-01105,0,Rain,Highway,30,11.3,31,483,No,Good,No Incident
TRF-01106,10,Rain,Urban,32,12.3,38,394,No,Fair,No Incident
TRF-01107,23,Clear,Highway,4,12.9,43,81,No,Fair,No Incident
TRF-01108,20,Rain,Urban,64,10.5,60,52,No,Fair,No Incident
TRF-01109,1,Clear,Urban,39,5.9,64,413,Yes,Fair,No Incident
TRF-01110,14,Clear,Urban,40,7.1,23,411,No,Fair,No Incident
TRF-01111,22,Clear,Industrial,29,14.5,51,506,No,Poor,No Incident
TRF-01112,20,Clear,Highway,38,7.8,20,815,No,Good,No Incident
TRF-01113,6,Storm,Urban,93,12.1,84,687,No,Good,Incident
TRF-01114,14,Clear,Industrial,47,8.4,93,975,No,Fair,No Incident
TRF-01115,8,Clear,Residential,94,10.2,66,481,Yes,Fair,No Incident
TRF-01116,5,Clear,Urban,48,10.0,68,465,No,Good,No Incident
