StudentId,Placed,Age,CGPA,Internships,Projects,AptitudeScore,CommunicationScore,Attendance,Backlogs,Branch,Gender,TrainingCompleted
3301,1,23.1,8.16,0.0,0.0,63.8,61.7,88.9,0.0,Civil,Male,No
3302,1,20.2,8.53,0.0,5.0,74.2,56.5,87.3,0.0,ECE,Male,No
3303,0,19.2,7.4,0.0,0.0,77.1,,80.1,1.0,ECE,Female,No
3304,1,20.9,8.1,1.0,3.0,83.0,72.3,88.9,1.0,Civil,Male,No
3305,0,21.6,7.24,0.0,0.0,57.8,60.5,86.0,2.0,ECE,Female,Yes
3306,0,19.9,7.99,4.0,1.0,54.9,86.9,70.7,1.0,ECE,Male,No
3307,0,23.3,7.71,0.0,0.0,53.7,47.4,76.7,1.0,CSE,Female,No
3308,1,24.0,7.8,2.0,2.0,65.2,75.3,85.5,1.0,CSE,Female,Yes
3309,0,21.7,7.19,1.0,1.0,71.0,71.6,76.6,0.0,EEE,Female,Yes
3310,1,20.2,7.9,1.0,0.0,73.2,85.8,87.5,1.0,CSE,Male,Yes
3311,0,22.1,6.67,3.0,1.0,48.2,57.5,92.5,3.0,ECE,Male,Yes
3312,0,20.2,7.69,1.0,2.0,54.7,150.0,81.8,0.0,CSE,Female,Yes
3313,0,23.0,6.87,3.0,3.0,58.2,76.2,76.5,1.0,CSE,Male,No
3314,1,,6.51,1.0,4.0,92.6,73.2,75.5,1.0,ECE,Female,Yes
3315,1,22.4,6.79,1.0,4.0,62.7,58.5,78.7,1.0,CSE,Female,Yes
3316,0,22.7,7.29,2.0,1.0,47.3,59.9,78.1,1.0,Civil,Male,No
3317,0,22.2,6.97,0.0,4.0,73.3,66.1,89.8,0.0,CSE,Male,No
3318,0,23.8,7.9,2.0,3.0,66.5,63.5,76.7,1.0,ECE,Male,Yes
3319,0,21.7,7.58,0.0,1.0,51.6,86.4,80.4,1.0,CSE,Male,Yes
3320,1,20.8,8.51,1.0,0.0,61.4,71.8,89.0,0.0,CSE,Female,No
3321,0,18.8,7.42,1.0,1.0,63.2,80.3,79.0,0.0,CSE,Female,No
3322,0,18.5,7.68,1.0,0.0,66.3,51.1,78.0,1.0,Civil,Male,Yes
3323,1,22.3,9.37,0.0,2.0,81.0,46.1,89.8,2.0,ECE,Female,No
3324,0,21.3,7.06,2.0,2.0,75.8,67.7,92.4,3.0,ME,Male,No
3325,1,20.4,7.21,1.0,2.0,69.8,53.4,82.3,0.0,CSE,Male,No
3326,1,20.1,8.7,1.0,3.0,81.8,150.0,96.9,0.0,CSE,Male,Yes
3327,0,22.5,6.54,1.0,2.0,62.3,59.0,83.5,1.0,ME,Female,Yes
3328,1,20.2,,2.0,1.0,57.8,74.0,89.9,1.0,ECE,Female,Yes
3329,1,23.6,7.26,0.0,4.0,72.3,59.8,99.6,0.0,ECE,Male,Yes
3330,0,24.6,6.67,0.0,3.0,71.2,77.3,76.3,1.0,CSE,Male,Yes
3331,1,20.3,8.41,3.0,0.0,47.3,58.5,77.3,0.0,CSE,Male,Yes
3332,0,22.4,7.25,0.0,3.0,88.9,45.8,89.2,1.0,ECE,Female,No
3333,1,22.1,9.32,1.0,3.0,53.7,81.1,80.6,1.0,Civil,Male,Yes
3334,0,20.2,7.58,0.0,1.0,75.4,,73.5,1.0,CSE,Male,Yes
3335,0,20.2,7.57,5.0,2.0,75.7,87.8,78.9,3.0,Civil,Female,No
3336,0,21.3,6.91,4.0,3.0,25.0,61.7,69.3,1.0,CSE,Male,Yes
3337,1,20.0,7.35,1.0,5.0,,59.3,82.2,0.0,ECE,Male,No
3338,1,22.9,7.23,1.0,2.0,90.9,66.3,83.5,0.0,CSE,Male,No
3339,0,21.2,8.83,1.0,3.0,58.1,62.7,91.8,2.0,ECE,Female,No
3340,1,20.0,7.79,0.0,1.0,,71.6,92.6,0.0,CSE,Female,No
3341,1,21.4,8.21,0.0,4.0,66.4,75.2,79.1,1.0,CSE,Male,Yes
3342,1,22.1,7.6,0.0,3.0,74.5,77.2,100.0,1.0,Civil,Male,No
3343,0,20.6,7.09,1.0,3.0,66.8,68.9,72.3,1.0,EEE,Male,Yes
3344,0,18.9,7.87,0.0,1.0,150.0,50.5,69.4,2.0,EEE,Male,No
3345,1,21.7,9.09,0.0,3.0,53.6,92.4,70.8,0.0,CSE,Female,Yes
3346,0,19.9,6.45,1.0,4.0,45.3,65.2,71.5,0.0,Civil,Male,No
3347,1,20.5,7.92,1.0,2.0,41.8,64.5,88.8,0.0,ECE,Male,No
3348,0,22.1,9.0,0.0,1.0,63.2,68.8,97.1,2.0,Civil,Female,No
3349,0,20.7,6.69,1.0,1.0,73.9,66.6,97.5,0.0,CSE,Male,No
3350,0,21.3,8.42,1.0,1.0,70.2,47.3,65.0,0.0,CSE,Female,Yes
3351,0,23.4,8.42,2.0,0.0,71.5,77.5,89.7,0.0,Civil,Male,Yes
3352,0,21.0,6.21,0.0,0.0,76.8,59.3,95.7,0.0,ECE,Male,
3353,1,24.1,8.61,0.0,1.0,86.3,65.8,91.0,0.0,Civil,Male,Yes
3354,0,22.5,6.91,1.0,1.0,68.4,92.9,76.3,0.0,CSE,Male,Yes
3355,1,20.3,7.86,1.0,4.0,72.8,82.3,83.5,0.0,ECE,Female,No
3356,1,20.9,8.52,0.0,5.0,72.9,91.0,73.4,1.0,Civil,Female,No
3357,1,19.9,8.7,0.0,4.0,70.1,61.2,88.7,1.0,ECE,Male,Yes
3358,0,22.3,5.96,1.0,2.0,68.3,79.5,68.8,1.0,EEE,Female,No
3359,1,23.2,9.29,1.0,3.0,69.4,75.2,88.2,0.0,CSE,Female,Yes
3360,1,21.0,8.92,1.0,1.0,89.9,69.3,75.6,0.0,CSE,Male,Yes
3361,1,19.1,8.55,3.0,4.0,88.1,60.2,85.3,0.0,CSE,Male,Yes
3362,1,22.0,7.86,0.0,4.0,44.1,84.1,79.7,0.0,ECE,Male,No
3363,1,20.4,7.06,2.0,3.0,71.1,63.3,78.8,0.0,ME,Female,No
3364,0,20.6,6.42,0.0,2.0,68.1,71.8,90.5,1.0,CSE,Male,
3365,0,21.9,5.88,2.0,3.0,85.6,81.9,95.7,0.0,ECE,Male,No
3366,0,23.1,8.14,2.0,2.0,67.5,57.3,74.2,0.0,ME,Male,Yes
3367,0,22.5,8.55,1.0,2.0,71.5,55.8,83.7,1.0,CSE,Female,Yes
3368,1,22.1,7.42,2.0,2.0,58.9,100.0,72.2,1.0,Civil,Female,No
3369,0,21.3,7.04,0.0,2.0,79.4,58.8,77.9,0.0,Civil,Male,Yes
3370,0,19.8,7.57,0.0,1.0,50.6,91.0,75.5,1.0,CSE,Male,Yes
3371,0,22.0,6.86,2.0,0.0,63.7,69.3,70.7,2.0,CSE,Female,No
3372,0,22.4,7.52,2.0,2.0,53.2,64.5,91.5,0.0,CSE,Male,No
3373,0,20.7,6.8,0.0,1.0,63.8,65.8,82.9,3.0,ME,Male,No
3374,0,21.0,8.11,1.0,1.0,60.3,69.2,77.1,3.0,CSE,Female,Yes
3375,1,22.9,8.74,4.0,3.0,79.7,87.4,81.5,2.0,EEE,Female,Yes
3376,0,21.0,8.01,2.0,3.0,64.9,79.8,92.8,1.0,,Male,No
3377,1,21.1,,1.0,2.0,88.9,67.2,91.2,2.0,ME,Male,Yes
3378,0,21.4,8.49,0.0,2.0,64.6,45.7,87.0,0.0,ME,Female,No
3379,1,22.4,7.52,2.0,2.0,52.8,70.3,76.0,0.0,Civil,Female,No
3380,1,21.9,8.46,1.0,2.0,64.6,71.7,83.1,1.0,CSE,Female,No
3381,0,21.8,6.86,3.0,,,86.4,72.2,1.0,CSE,Female,Yes
3382,0,23.5,6.99,1.0,2.0,91.6,50.9,81.2,1.0,CSE,Male,No
3383,0,21.0,6.51,2.0,4.0,59.0,63.6,90.8,2.0,ECE,Female,No
3384,1,20.3,7.03,2.0,2.0,91.2,63.2,92.5,0.0,ECE,Male,No
3385,0,,8.48,0.0,1.0,65.3,69.3,76.2,0.0,Civil,Female,No
3386,0,21.8,6.63,2.0,4.0,61.8,71.2,89.5,1.0,ME,Female,Yes
3387,0,20.7,5.2,0.0,1.0,78.9,75.7,87.6,1.0,CSE,Male,Yes
3388,0,21.0,7.09,2.0,3.0,,45.4,79.8,1.0,ME,Female,No
3389,0,19.8,6.33,0.0,2.0,75.8,72.2,88.7,1.0,CSE,Male,Yes
3390,0,21.8,7.0,0.0,0.0,48.2,73.2,93.0,0.0,CSE,Male,Yes
3391,1,19.6,9.61,0.0,2.0,72.7,71.0,89.7,0.0,ME,Male,Yes
3392,0,22.4,6.61,4.0,3.0,98.4,67.7,72.5,2.0,Civil,Female,Yes
3393,0,20.8,8.13,3.0,0.0,36.1,25.5,79.5,0.0,CSE,Male,No
3394,0,19.7,7.42,2.0,1.0,73.2,77.4,85.6,2.0,ME,Male,No
3395,0,22.9,7.87,0.0,2.0,64.0,,74.8,2.0,Civil,,Yes
3396,1,24.4,6.99,3.0,1.0,,78.0,96.0,0.0,,Male,No
3397,1,22.1,8.66,1.0,2.0,82.5,86.3,84.8,1.0,CSE,Female,No
3398,0,21.1,7.93,1.0,1.0,43.7,48.2,77.9,0.0,EEE,Male,No
3399,1,20.3,7.95,2.0,4.0,63.1,77.6,77.4,1.0,ME,Male,Yes
3400,0,21.8,7.6,2.0,2.0,82.0,53.9,75.7,2.0,CSE,Male,No
3401,1,22.3,8.76,,4.0,80.4,69.4,88.4,0.0,CSE,Female,No
3402,1,21.5,8.06,1.0,1.0,76.4,68.4,89.4,0.0,EEE,Male,Yes
3403,0,22.7,7.87,1.0,2.0,70.4,79.8,76.0,2.0,EEE,Male,No
3404,1,23.5,8.15,0.0,3.0,66.3,77.9,95.2,0.0,ECE,Female,No
3405,0,19.9,5.74,4.0,1.0,61.4,73.4,78.5,0.0,CSE,Female,No
3406,0,21.9,7.69,2.0,3.0,54.4,48.6,74.8,0.0,ME,,No
3407,0,19.0,7.44,0.0,,79.4,37.3,86.3,0.0,EEE,Female,No
3408,1,20.4,8.67,1.0,0.0,71.0,81.9,71.2,0.0,Civil,Female,Yes
3409,1,22.4,6.8,4.0,1.0,79.8,79.7,,0.0,Civil,Male,No
3410,1,21.4,7.7,2.0,3.0,57.1,57.0,73.4,0.0,ME,Male,Yes
3411,1,19.4,9.42,2.0,1.0,56.8,74.5,74.9,,Civil,Male,Yes
3412,1,22.9,7.47,2.0,5.0,75.0,67.3,88.7,1.0,Civil,Male,No
3413,0,20.8,6.17,0.0,0.0,36.1,84.1,70.3,2.0,ECE,Female,Yes
3414,1,,9.67,3.0,4.0,32.6,71.1,85.3,0.0,EEE,Male,Yes
3415,0,22.2,6.78,1.0,1.0,82.2,81.7,,0.0,EEE,Male,Yes
3416,0,20.4,6.46,1.0,0.0,58.1,62.0,95.0,1.0,ECE,Male,Yes
3417,0,22.6,6.5,0.0,4.0,70.7,73.7,77.6,0.0,CSE,Male,Yes
3418,0,21.9,8.23,0.0,1.0,73.3,64.6,78.3,0.0,CSE,Male,No
3419,1,21.7,8.8,2.0,3.0,82.5,62.0,100.0,1.0,CSE,Female,Yes
3420,0,20.9,,1.0,2.0,61.8,39.7,94.2,0.0,CSE,Male,No
3421,1,20.1,7.52,2.0,1.0,62.6,82.0,79.5,1.0,CSE,Male,No
3422,0,21.0,6.51,2.0,3.0,59.4,92.7,,2.0,Civil,Male,Yes
3423,0,20.9,6.93,0.0,1.0,76.7,52.0,84.2,1.0,ECE,Female,No
3424,1,22.6,7.53,0.0,2.0,77.3,79.0,82.1,1.0,CSE,Male,No
3425,1,19.4,7.48,2.0,1.0,85.9,78.5,100.0,4.0,ECE,Female,Yes
3426,1,23.4,8.81,0.0,3.0,50.5,63.3,91.7,,CSE,Male,No
3427,0,23.5,6.18,1.0,1.0,99.3,60.4,99.0,2.0,ME,Female,No
3428,0,20.7,6.38,0.0,2.0,63.6,85.3,72.4,0.0,CSE,Female,Yes
3429,0,23.3,7.19,2.0,1.0,67.3,84.0,98.2,1.0,,Male,No
3430,1,20.2,7.87,2.0,1.0,70.3,75.9,80.6,0.0,Civil,Female,No
3431,1,,7.06,4.0,2.0,55.2,63.2,80.5,0.0,ECE,Male,No
3432,0,20.4,6.98,1.0,1.0,62.2,84.2,85.5,1.0,Civil,Male,No
3433,1,22.8,8.67,0.0,1.0,88.4,59.1,86.6,1.0,ECE,Male,Yes
3434,1,19.6,7.97,2.0,4.0,88.7,88.5,91.5,1.0,CSE,Female,No
3435,0,22.9,6.52,3.0,4.0,70.9,91.2,90.0,2.0,ECE,Male,No
3436,1,23.2,6.99,,4.0,82.6,85.4,76.1,1.0,CSE,Female,No
3437,0,19.6,8.02,2.0,2.0,73.8,74.5,73.0,1.0,CSE,Male,Yes
3438,0,23.8,6.24,2.0,2.0,67.2,36.9,80.3,0.0,CSE,Male,No
3439,0,22.8,8.01,,0.0,57.4,67.6,81.9,2.0,ME,Male,No
3440,0,,7.16,1.0,2.0,55.9,92.9,82.8,,EEE,Female,No
3441,1,20.9,7.86,0.0,1.0,57.4,82.2,94.3,0.0,CSE,Male,No
3442,0,22.8,7.62,1.0,2.0,90.6,75.7,83.7,2.0,CSE,Male,No
3443,1,22.4,6.38,3.0,6.0,80.2,61.1,100.0,1.0,Civil,Male,Yes
3444,0,21.6,6.86,1.0,1.0,88.2,83.3,95.0,1.0,CSE,Male,No
3445,1,22.7,8.95,1.0,0.0,73.6,49.6,79.3,1.0,ECE,Male,Yes
3446,0,20.4,9.87,0.0,3.0,55.7,67.8,66.0,5.0,ECE,Male,Yes
3447,0,21.6,5.75,2.0,2.0,76.4,92.6,100.0,1.0,EEE,Male,Yes
3448,1,20.4,8.54,0.0,3.0,85.8,59.5,79.5,0.0,CSE,Male,No
3449,1,21.7,7.8,2.0,3.0,77.0,77.9,90.4,1.0,Civil,Male,No
3450,1,22.8,9.58,1.0,1.0,49.6,47.2,76.0,1.0,,Female,Yes
3451,0,22.5,6.94,3.0,,47.4,61.5,96.4,,CSE,Male,Yes
3452,1,21.8,8.4,0.0,4.0,76.9,72.3,89.6,1.0,CSE,Male,No
3453,0,22.8,7.2,0.0,2.0,63.6,74.6,72.2,1.0,CSE,Female,No
3454,1,22.9,,0.0,1.0,72.4,96.9,64.4,1.0,CSE,Male,No
3455,1,,9.81,0.0,0.0,57.9,63.4,83.7,1.0,Civil,Female,No
3456,0,,7.71,1.0,2.0,69.8,77.7,86.5,0.0,CSE,Male,No
3457,0,22.4,6.36,1.0,0.0,,77.4,88.9,0.0,Civil,Female,No
3458,1,22.7,8.91,0.0,4.0,71.5,62.3,75.0,2.0,ECE,Female,Yes
3459,1,21.8,8.07,1.0,5.0,78.2,82.4,76.2,2.0,CSE,Female,Yes
3460,1,21.1,7.88,1.0,2.0,79.0,78.7,65.0,0.0,CSE,Female,Yes
3461,1,22.6,9.08,0.0,3.0,49.7,66.4,77.0,0.0,ECE,Male,Yes
3462,0,22.5,6.36,1.0,1.0,74.6,72.5,67.3,,EEE,Male,No
3463,0,21.9,6.78,2.0,5.0,59.8,57.5,75.6,0.0,Civil,Female,No
3464,1,21.2,8.09,1.0,1.0,89.4,58.5,85.0,0.0,EEE,Male,No
3465,0,21.2,6.76,0.0,1.0,81.4,69.7,84.8,0.0,ECE,Female,No
3466,0,21.0,7.18,0.0,2.0,68.4,79.7,75.9,3.0,CSE,Male,No
3467,1,23.1,8.77,3.0,1.0,98.5,65.7,84.4,0.0,Civil,Female,No
3468,0,23.0,7.93,0.0,3.0,57.8,62.0,95.3,0.0,Civil,Male,No
3469,0,23.0,6.32,4.0,1.0,67.2,67.0,79.5,0.0,CSE,Male,No
3470,1,20.1,7.91,0.0,2.0,75.6,80.8,70.5,,CSE,Female,Yes
3471,1,21.0,8.74,0.0,3.0,96.5,,89.1,0.0,EEE,Male,No
3472,1,21.2,7.67,3.0,4.0,88.5,81.2,91.8,2.0,ME,Male,Yes
3473,1,20.7,8.37,1.0,7.0,79.2,76.7,75.7,0.0,ECE,Male,No
3474,0,23.9,6.98,2.0,1.0,55.7,52.4,75.8,1.0,ECE,Female,No
3475,0,22.0,7.76,3.0,,55.7,66.9,64.2,2.0,Civil,Female,Yes
3476,0,21.9,5.92,,4.0,77.7,78.3,77.9,0.0,CSE,Female,No
3477,1,20.9,8.13,1.0,3.0,50.5,45.2,73.7,0.0,ECE,Male,Yes
3478,1,22.6,7.86,1.0,2.0,72.5,56.5,68.3,0.0,CSE,Male,Yes
3479,0,24.3,6.21,2.0,1.0,79.3,50.2,78.7,1.0,CSE,Male,No
3480,0,21.6,9.02,0.0,3.0,47.3,62.5,82.0,2.0,Civil,Male,Yes
3481,1,21.2,8.07,2.0,3.0,77.1,83.5,80.3,0.0,ECE,Male,No
3482,0,21.4,6.81,0.0,0.0,80.5,80.4,79.1,0.0,ME,Female,Yes
3483,1,21.1,8.16,2.0,1.0,62.9,63.4,95.7,0.0,ECE,Male,No
3484,1,21.5,6.52,2.0,3.0,65.8,,84.8,0.0,ME,Male,No
3485,0,20.7,6.65,1.0,1.0,43.0,78.6,87.9,1.0,ECE,Male,Yes
3486,0,20.3,6.52,0.0,1.0,66.5,86.6,98.3,0.0,CSE,Male,Yes
3487,0,21.5,6.49,0.0,2.0,46.6,68.8,90.9,0.0,Civil,Male,No
3488,1,21.6,7.94,2.0,4.0,58.3,77.0,79.5,0.0,CSE,Male,Yes
3489,1,21.1,7.59,0.0,5.0,62.4,100.0,65.3,0.0,ECE,Male,Yes
3490,0,23.4,8.25,0.0,,51.8,66.0,78.7,2.0,ECE,Female,No
3491,0,22.0,5.0,1.0,2.0,50.5,69.2,95.1,1.0,CSE,Male,Yes
3492,0,22.5,,1.0,0.0,51.2,67.9,90.8,0.0,CSE,Female,No
3493,1,22.5,7.12,1.0,5.0,85.1,68.8,78.7,1.0,ME,Male,No
3494,0,21.6,7.55,1.0,3.0,67.0,77.3,81.3,0.0,CSE,Female,Yes
3495,1,21.8,7.53,3.0,4.0,85.7,70.8,83.2,0.0,ECE,Male,Yes
3496,0,20.4,7.73,1.0,3.0,62.3,52.3,76.5,0.0,ECE,Male,Yes
3497,1,22.4,7.59,0.0,8.0,62.6,70.2,77.0,0.0,CSE,Male,No
3498,0,21.1,7.04,2.0,,62.1,63.2,76.2,0.0,ME,Male,Yes
3499,0,20.7,7.1,1.0,,26.3,47.5,86.4,0.0,Civil,Female,Yes
3500,1,23.2,7.45,1.0,2.0,75.1,84.9,72.5,1.0,CSE,Male,Yes
3501,1,19.8,8.0,0.0,6.0,66.5,,95.0,0.0,EEE,Male,Yes
3502,1,23.7,7.59,2.0,3.0,68.7,75.0,81.9,0.0,CSE,Male,No
3503,0,23.6,6.71,2.0,2.0,38.7,29.0,72.0,1.0,ECE,Male,Yes
3504,1,21.2,6.66,1.0,4.0,67.6,76.5,91.2,1.0,ECE,Female,Yes
3505,1,23.8,8.01,0.0,2.0,61.9,65.9,95.5,1.0,CSE,Male,Yes
3506,0,20.3,8.26,0.0,2.0,69.8,,100.0,0.0,CSE,Male,Yes
3507,1,22.8,8.57,0.0,3.0,66.9,62.8,94.3,1.0,ECE,Male,Yes
3508,0,,7.01,2.0,3.0,,61.1,74.1,1.0,CSE,Male,Yes
3509,1,19.2,,0.0,3.0,75.9,79.8,83.9,0.0,CSE,Male,Yes
3510,1,20.7,7.88,1.0,1.0,82.3,150.0,100.0,3.0,Civil,Male,No
3511,0,21.3,6.78,1.0,3.0,62.3,50.2,75.0,0.0,CSE,Female,Yes
3512,1,22.5,7.4,3.0,6.0,47.7,75.7,70.6,0.0,ECE,Female,No
3513,0,20.9,7.65,1.0,3.0,48.6,43.1,78.5,3.0,CSE,Male,Yes
3514,0,21.1,8.05,0.0,1.0,73.9,55.4,72.9,2.0,Civil,Female,No
3515,1,22.2,8.39,3.0,2.0,86.1,70.2,76.5,1.0,CSE,Male,Yes
3516,1,22.1,8.67,1.0,2.0,42.6,61.9,76.0,2.0,CSE,Male,No
3517,0,21.4,8.82,0.0,2.0,53.7,85.5,88.4,1.0,ECE,Female,No
3518,0,21.1,7.6,1.0,0.0,63.3,72.2,70.3,3.0,Civil,Male,Yes
3519,0,22.7,5.81,2.0,1.0,39.4,78.1,83.2,0.0,ME,Male,Yes
3520,0,21.1,6.89,0.0,3.0,66.6,78.7,75.1,0.0,CSE,Male,No
3521,1,20.0,8.91,1.0,2.0,73.1,64.2,86.9,1.0,ME,Female,No
3522,1,21.0,7.65,3.0,3.0,74.7,56.1,87.9,1.0,EEE,Male,Yes
3523,1,22.2,9.68,1.0,5.0,62.4,69.4,90.0,1.0,Civil,Female,No
3524,0,21.3,7.12,3.0,1.0,63.0,81.3,90.0,2.0,Civil,Male,Yes
3525,1,20.8,,0.0,2.0,53.7,67.0,76.4,2.0,ECE,Male,Yes
3526,1,19.9,7.5,0.0,2.0,43.2,77.7,82.0,0.0,EEE,Male,Yes
3527,0,21.3,7.08,2.0,0.0,65.4,69.6,95.2,1.0,ECE,Male,Yes
3528,0,21.8,6.79,0.0,2.0,73.7,49.8,86.0,0.0,ECE,Female,Yes
3529,0,20.2,8.16,2.0,3.0,68.2,50.9,90.0,1.0,CSE,Female,Yes
3530,0,21.3,6.09,1.0,3.0,83.5,90.3,71.0,1.0,CSE,Male,No
3531,0,20.1,6.95,1.0,6.0,72.8,54.8,90.6,1.0,CSE,Male,No
3532,0,21.3,7.45,2.0,1.0,77.2,61.7,,1.0,Civil,Male,Yes
3533,0,23.7,5.24,1.0,,70.3,81.9,68.2,1.0,CSE,Female,No
3534,0,21.7,7.4,2.0,1.0,94.0,54.5,73.9,0.0,CSE,Male,Yes
3535,1,19.4,9.22,0.0,1.0,61.1,61.1,85.8,2.0,CSE,Female,Yes
3536,1,21.9,7.93,1.0,3.0,77.5,67.2,87.4,1.0,ECE,Male,No
3537,1,23.2,6.84,1.0,5.0,71.5,65.6,74.7,0.0,Civil,Female,No
3538,0,19.7,7.02,,0.0,78.3,57.4,64.7,1.0,EEE,Female,No
3539,1,20.1,7.84,0.0,4.0,72.7,67.5,90.6,0.0,CSE,Male,Yes
3540,0,21.8,6.99,0.0,3.0,67.4,78.8,87.3,2.0,Civil,Female,Yes
3541,0,21.4,7.97,1.0,1.0,73.3,68.4,85.9,1.0,CSE,Female,No
3542,1,23.1,6.96,1.0,0.0,75.0,61.4,99.3,1.0,Civil,Female,Yes
3543,1,21.3,6.48,,7.0,76.9,82.3,83.4,0.0,CSE,Male,Yes
3544,1,22.6,8.68,0.0,4.0,88.5,92.2,73.1,1.0,ME,Male,No
3545,1,23.5,8.21,3.0,1.0,70.7,,94.0,0.0,CSE,Female,Yes
3546,0,20.4,5.61,1.0,3.0,52.6,55.4,78.3,1.0,Civil,Female,Yes
3547,1,22.5,7.16,2.0,3.0,70.3,55.7,81.1,1.0,CSE,Female,Yes
3548,1,21.0,8.54,3.0,1.0,61.8,75.7,77.2,0.0,CSE,Male,Yes
3549,0,18.6,7.33,0.0,2.0,61.4,72.2,74.5,0.0,Civil,Male,Yes
3550,0,22.1,6.92,0.0,3.0,63.5,54.1,78.2,1.0,CSE,Female,Yes
3551,0,22.3,7.25,0.0,2.0,55.4,73.7,95.7,4.0,ME,Male,Yes
3552,0,19.5,7.61,4.0,2.0,34.4,71.3,72.4,0.0,EEE,Female,No
3553,1,20.9,7.32,3.0,2.0,88.7,89.2,91.6,0.0,ECE,Male,Yes
3554,1,20.7,7.42,1.0,2.0,61.2,64.3,65.4,0.0,CSE,Male,No
3555,0,22.6,7.35,1.0,0.0,44.0,88.0,96.4,1.0,Civil,Male,Yes
3556,1,19.5,6.53,2.0,1.0,70.5,88.6,,0.0,Civil,Female,Yes
3557,0,21.6,6.47,1.0,1.0,76.6,61.3,72.8,0.0,ECE,Female,Yes
3558,1,18.5,6.41,2.0,2.0,65.5,74.6,82.7,0.0,CSE,Female,Yes
3559,1,22.0,7.59,1.0,2.0,50.0,67.3,87.8,0.0,CSE,Male,No
3560,1,21.7,8.08,2.0,1.0,48.2,66.7,76.6,0.0,CSE,Male,Yes
3561,0,20.8,6.56,2.0,2.0,150.0,73.2,98.9,0.0,ECE,Female,No
3562,0,23.4,6.0,1.0,3.0,48.3,59.7,82.2,0.0,Civil,Male,Yes
3563,0,18.1,6.63,0.0,3.0,45.2,49.3,77.3,1.0,ME,Female,No
3564,1,21.5,8.9,3.0,1.0,63.7,63.1,82.7,2.0,ME,Female,No
3565,0,23.1,7.19,3.0,2.0,79.5,85.4,75.4,1.0,ECE,Male,Yes
3566,1,21.7,7.29,2.0,2.0,91.2,67.4,82.2,0.0,CSE,Female,No
3567,0,23.3,6.7,1.0,1.0,65.0,69.7,78.0,3.0,ME,Female,No
3568,1,20.9,8.07,3.0,3.0,64.8,80.3,75.0,0.0,ME,Female,No
3569,0,21.3,7.38,0.0,0.0,50.0,150.0,89.2,0.0,EEE,Male,Yes
3570,0,23.1,6.77,3.0,0.0,83.2,75.7,66.8,2.0,CSE,Female,No
3571,0,22.7,6.47,1.0,1.0,67.0,91.7,97.9,1.0,ECE,Male,No
3572,1,24.6,7.88,,3.0,67.5,71.2,84.1,,CSE,Male,No
3573,1,21.6,7.76,1.0,2.0,74.1,45.0,98.6,1.0,CSE,Male,No
3574,1,21.8,6.26,4.0,3.0,72.2,69.0,90.7,0.0,EEE,Male,No
3575,1,20.9,8.73,1.0,2.0,66.0,77.9,69.9,0.0,CSE,Male,
3576,1,21.2,6.86,0.0,4.0,86.5,71.5,82.6,1.0,Civil,Male,No
3577,0,22.9,5.28,0.0,1.0,45.5,73.5,65.8,1.0,CSE,Female,Yes
3578,1,21.5,9.03,3.0,2.0,71.0,75.1,73.9,0.0,ECE,Male,No
3579,1,20.5,7.4,0.0,3.0,73.7,57.9,80.8,2.0,ME,Male,Yes
3580,1,21.0,7.93,1.0,1.0,62.2,59.5,75.7,1.0,ECE,Male,Yes
3581,1,21.4,9.17,1.0,2.0,76.6,65.2,77.7,2.0,ME,Male,No
3582,1,20.5,6.5,2.0,3.0,77.3,75.1,76.0,0.0,EEE,Male,No
3583,1,,7.98,3.0,4.0,83.5,54.5,100.0,0.0,Civil,Male,No
3584,1,20.2,8.68,2.0,2.0,66.4,96.7,83.1,0.0,CSE,Female,No
3585,0,21.0,6.57,1.0,2.0,65.0,38.5,87.6,1.0,CSE,Female,Yes
3586,1,23.0,8.96,2.0,2.0,75.5,47.8,81.5,0.0,ECE,Male,No
3587,1,21.6,6.09,3.0,2.0,65.2,77.2,85.0,1.0,ME,Male,Yes
3588,0,24.7,7.4,0.0,1.0,46.7,76.1,63.5,0.0,ECE,Male,No
3589,1,20.5,6.42,2.0,3.0,80.1,69.1,97.0,1.0,CSE,Male,No
3590,1,22.1,8.2,2.0,3.0,42.3,78.8,75.5,0.0,CSE,Male,Yes
3591,0,21.8,6.53,3.0,1.0,73.6,77.4,92.3,1.0,CSE,Female,Yes
3592,1,22.3,6.88,0.0,4.0,100.0,70.0,92.7,0.0,EEE,Male,Yes
3593,0,20.7,6.62,0.0,3.0,75.5,73.5,65.8,3.0,CSE,Female,No
3594,0,21.0,6.3,1.0,5.0,58.3,29.2,82.5,2.0,CSE,Male,Yes
3595,0,22.0,6.73,2.0,2.0,61.7,68.3,85.6,0.0,CSE,Male,Yes
3596,0,20.8,7.45,3.0,4.0,73.2,69.4,,0.0,EEE,Male,No
3597,0,19.2,7.4,2.0,3.0,67.7,94.9,82.0,0.0,Civil,Male,No
3598,1,23.2,7.28,2.0,3.0,78.6,59.3,78.1,0.0,ECE,Male,Yes
3599,0,22.7,6.83,2.0,1.0,88.3,69.5,75.6,0.0,CSE,Male,No
3600,1,21.0,7.14,0.0,0.0,86.4,88.5,91.5,0.0,CSE,Male,Yes
